object_id,chi_sq_g,chi_sq_all,objectId,RA,DEC,RA,DEC,SDSS_NAME,Z_SYS,LOGLBOL,LOGLBOL_ERR,LOGL3000,LOGL3000_ERR,M_I,SN_MEDIAN_ALL,Z,LOGLBOL_CALC,LOGLBOL_ERR_CALC,LOGLBOL_bin
1416632,10.511375209537968,37.390513101659735,1416632,22.295427597108382,-1.219809585586345,22.295427597108382,-1.219809585586345,012910.90-011311.3,0.415422960246102,43.93132336421674,0.0091463029611773,43.219516135175546,0.0091463029611773,-21.97256833400421,5.172471046447754,0.415422960246102,43.93132336421674,0.0091463029611773,"(43.666, 44.197]"
1425300,10.7091425998387,34.23651999970513,1425300,15.67268155004326,-0.3780330475411628,15.67268155004326,-0.3780330475411628,010241.44-002240.9,0.3666124360604393,43.68702070178246,0.0148659915067597,42.97521347274127,0.0148659915067597,-21.50967374212876,5.728285789489746,0.3666124360604393,43.68702070178246,0.0148659915067597,"(43.666, 44.197]"
1463161,139.83950210250651,169.98145370901491,1463161,325.5301124289346,-0.6760762485360882,325.5301124289346,-0.6760762485360882,214207.22-004033.8,0.370242759454004,44.19165024010618,0.0157670857280258,43.479843011064986,0.0157670857280258,-21.580379888899245,4.383732795715332,0.370242759454004,44.19165024010618,0.0157670857280258,"(43.666, 44.197]"
1417974,32.10188088881341,233.4016248004129,1417974,21.35460484582478,-0.0156380856100187,21.35460484582478,-0.0156380856100187,012525.10-000056.2,0.3025965996945805,43.70998242210704,0.0192481547982019,42.99817519306585,0.0192481547982019,-21.407048333847836,8.121402740478516,0.3025965996945805,43.70998242210704,0.0192481547982019,"(43.666, 44.197]"
1418770,76.48340687746555,352.8350861614455,1418770,20.727605130014243,1.0185188322869363,20.727605130014243,1.0185188322869363,012254.62+010106.6,0.19972552281965983,44.05321718801572,0.0412806147512831,43.34140995897453,0.0412806147512831,-21.3320756584757,12.369418144226074,0.19972552281965983,44.05321718801572,0.0412806147512831,"(43.666, 44.197]"
1418150,14.71617768108129,88.53287758573795,1418150,21.20607573482374,-0.0915044911220228,21.20607573482374,-0.0915044911220228,012449.45-000529.4,0.3850085093356003,43.91063704565919,0.0188981450119491,43.198829816618,0.0188981450119491,-22.058768745661986,6.421213626861572,0.3850085093356003,43.91063704565919,0.0188981450119491,"(43.666, 44.197]"
1392005,168.94873829467969,398.702073706197,1392005,39.98767909607699,0.5452348408572154,39.98767909607699,0.5452348408572154,023957.04+003242.8,0.21675506655542218,44.09342338962964,0.0166237144964327,43.38161616058845,0.0166237144964327,-20.726795851425095,9.422094345092773,0.21675506655542218,44.09342338962964,0.0166237144964327,"(43.666, 44.197]"
1449997,17.282088883518007,31.99389770782262,1449997,350.6403782795096,-0.0173439559062471,350.6403782795096,-0.0173439559062471,232233.69-000102.4,0.27465446434129315,44.14128371973977,0.0088600023444058,43.429476490698576,0.0088600023444058,-20.96061875220664,4.4496002197265625,0.27465446434129315,44.14128371973977,0.0088600023444058,"(43.666, 44.197]"
1392111,27.05791972127609,42.65229874593843,1392111,39.914566556095934,-1.1194598614624816,39.914566556095934,-1.1194598614624816,023939.49-010710.0,0.3661511885526666,44.095340272166624,0.0072178133425211,43.38353304312543,0.0072178133425211,-22.422066175570244,6.988181114196777,0.3661511885526666,44.095340272166624,0.0072178133425211,"(43.666, 44.197]"
1452568,108.33329698654182,253.35052309872017,1452568,345.8330161188304,0.2667470608197586,345.8330161188304,0.2667470608197586,230319.92+001600.2,0.2516632623143692,44.15567852899072,0.0123233023285962,43.44387129994953,0.0123233023285962,-21.69000393512589,9.010210037231445,0.2516632623143692,44.15567852899072,0.0123233023285962,"(43.666, 44.197]"
