i,object_id,sdss_name,z,log_lbol,log_lbol_err,log_tau_rest,log_tau_rest_err,log_sigma,log_sigma_err,log_jitter,magerrs_mean
0,1438965,001921.23-000011.3,0.9362982680611558,45.771222428940064,0.007485996479037,0.8061095539291059,0.2467026531493275,[-1.05213321 -1.09730192 -0.84772561],[0.06295549 0.08874656 0.11745229],[ -9.0589103  -16.25281073  -1.97968734],[0.12168577 0.09247747 0.09084327]
1,1438970,001920.85-001902.9,1.1596674656350143,45.14741956605644,0.0157664163229505,-0.7117490629843489,1.497649691332775,[-0.39643411 -0.60897595 -0.53946085],[0.62867792 0.90117335 0.91447396],[-15.99179576 -11.87344439 -11.89939899],[0.16965864 0.17043042]
2,1438971,001920.12-002237.4,2.151229238808284,46.265064204465794,0.0210448604984669,2.592633242668384,0.4042095143559792,[-0.65302842 -0.77854933 -0.70834995],[0.18870482 0.19151294 0.19403881],[-14.72326891 -13.49797985  -2.58248001],[0.10938744 0.09837046 0.09754648]
3,1438975,001919.31+010152.2,2.3140663774274834,47.13023001627696,0.001769889984267,2.62869413411339,0.4001625984640082,[-0.93723206 -0.95166974 -0.91375009],[0.18803496 0.18866725 0.19265326],[-13.11788022  -2.83060965  -3.03289045],[0.04545391 0.04516039 0.04321534]
4,1438978,001918.93+010814.2,2.037318635781521,46.01723206464612,0.0107722102877048,0.8240900786233821,0.2638615145032068,[-0.96906363 -0.85855936 -0.6318412 ],[0.10848223 0.16257052 0.19964726],[-12.69085296 -13.39459856  -9.2179968 ],[0.20173184 0.18041175 0.14348782]
5,1438981,001917.31+002735.4,2.4185655254125686,46.74798089297735,0.001618954059829,3.2855983913456983,0.6089647562010108,[-0.27514742 -0.24948601 -0.46295755],[0.28289841 0.2843284  0.30015322],[ -7.97587936 -14.83197672 -15.89526028],[0.12458343 0.11644912 0.07815323]
6,1438984,001916.96+002929.8,1.875443083635286,45.58669004405249,0.0240170733299329,2.060371623863052,2.216696975045024,[-2.34229012 -2.54906489 -2.46608876],[1.37014773 1.61593661 1.64886036],[ -5.86600404 -10.40343078 -10.98774053],[0.20424016 0.20403219]
7,1438985,001916.91+004707.9,1.322755215090751,45.861844575914034,0.0064653903948048,3.1377131876748754,0.546754024185325,[-0.37426457 -0.48161899 -0.51156402],[0.25479155 0.2556139  0.25614721],[-13.47765698 -13.27631718 -11.21297161],[0.10217245 0.08727707 0.0902089 ]
8,1438987,001916.34+002110.3,2.1243356321019533,45.745184846285305,0.0178982647137964,1.9617525270791536,0.4088520162405538,[-0.2056758  -0.72034804 -0.49665574],[0.14741499 0.19425675 0.19200244],[-11.72416964  -9.09067669  -3.16708558],[0.20817472 0.1858208  0.14641756]
9,1438988,001916.33+000147.1,1.951544831363856,46.13452629945628,0.0100657727794271,0.6534743404031396,0.5849586251296047,[-0.87616534 -1.0908619  -0.9908105 ],[0.14740238 0.25076089 0.26605793],[-12.57673956  -8.51186399 -16.32465597],[0.19830877 0.17868111 0.14702245]
10,1438989,001915.54+002712.5,1.0082936884858638,44.77999795116572,0.0216233783965336,1.6645754423073618,1.3563399520859132,[-0.53311222 -0.7688691  -2.53053928],[0.18271619 0.29144888 0.88981308],[-15.11909849  -6.46158756  -5.12042246],[0.22892095 0.21442227 0.18926041]
11,1438995,001914.11+002358.6,1.1560146664976414,45.01022257144129,0.0248163159368282,1.040682981755986,1.308805507274651,[-0.35427746 -1.62969973 -1.37825045],[0.15967813 0.7500046  0.64201288],[ -7.31028627 -12.38294151 -13.84887305],[0.23251047 0.21081975 0.19766184]
12,1438996,001914.00+004525.8,1.7731591990948348,45.59866929359288,0.0228227922324215,2.1967652472225643,2.3516043578022927,[-3.83202658 -4.78544788 -4.76358266],[1.86322613 2.03794661 2.08517061],[-15.45126971 -15.42335329 -14.80191465],[0.20934608 0.19268965 0.15700672]
13,1438997,001913.75+002521.0,1.573320041271214,46.35027346004732,0.0020958604123713,2.310983653672923,0.3610347549385024,[-1.05334729 -1.16724999 -1.04089823],[0.14191785 0.15454964 0.15512657],[-12.42560889  -3.50297101  -4.07843966],[0.093249   0.08556267 0.08424153]
14,1438998,001913.63-005223.8,0.9141748361516407,45.109158101627045,0.0108886482532568,2.37724254058414,0.3143422379562344,[-0.63345831 -0.63537375 -0.52739986],[0.14074216 0.15672847 0.1582828 ],[-12.55536755  -8.49186791 -16.31835375],[0.18780374 0.15352219 0.13845618]
15,1439000,001913.54+004136.0,1.886579305807378,45.4325213369148,0.0514635897906323,1.764352403425855,0.618979267203932,[ -0.41487504  -0.72244828 -20.50016898],[0.17757598 0.28896222 0.87473493],[-11.19775634 -10.10734482  -7.56069802],[0.22706052 0.21342357 0.17545091]
16,1439004,001912.39+000319.5,1.3726268337199534,45.96326771341678,0.009214423250544,2.020450449759025,0.2134404764076662,[-0.73864384 -0.81454477 -0.97492948],[0.0874061  0.09535661 0.15229359],[ -8.13808655 -12.84091365 -15.77342423],[0.13050269 0.10524466 0.10288172]
17,1439005,001912.12-005451.0,1.6243738512979389,45.69154606049336,0.0151410549472714,2.893179346708912,0.8864971925932039,[-0.52818498 -0.73051311 -0.51527569],[0.28278573 0.44160673 0.38634285],[-13.7178819   -1.75675094 -11.53767182],[0.26403979 0.23317552 0.16580575]
18,1439010,001911.28+010207.6,1.428309312040681,45.52636052128464,0.0111915972945304,1.648138785043867,0.4099080654375864,[-0.79099864 -0.74868382 -0.60438792],[0.32748927 0.46345768 0.47070586],[ -9.15614561 -14.08150265 -12.24542115],[0.1707703  0.17396849 0.15231433]
19,1439011,001911.24-001607.6,0.9096007804768488,45.16917413413912,0.0092443182182897,1.889438283167264,0.2436045661818663,[-0.450031   -0.68572756 -0.78572899],[0.14400855 0.18957698 0.23227903],[ -5.45732899  -2.45909635 -11.45121914],[0.22917193 0.17824566 0.14323801]
20,1439012,001911.16+003521.6,1.417599587644269,45.76551016337425,0.003638302042777,2.01178303316681,0.3517806254376694,[-0.63096086 -0.73320482 -0.63397177],[0.12817119 0.1511951  0.15885635],[-13.53644154 -13.36791921 -11.2365598 ],[0.15584476 0.14219477 0.12956219]
21,1439022,001908.67-001117.4,2.667083543768108,46.02278875585423,0.0097706571849727,1.551157998686972,0.5247581412726547,[-0.82800323 -0.79889158 -0.50689479],[0.20337264 0.27687088 0.30083662],[-11.30957347  -4.90915405  -7.49887883],[0.23065537 0.20271474 0.14223576]
22,1439027,001907.19-005408.6,1.5686976188972028,45.59689916799869,0.0121893200166844,-1.1095660824458098,0.463738218176864,[-0.37599379 -1.47689938 -0.56649328],[0.06595461 0.60738913 0.15607551],[ -8.81471152 -12.23019543 -13.37013893],[0.21748416 0.19501405 0.14705891]
23,1439029,001906.70+000013.5,1.0266868263602675,45.0754783859836,0.0106168362585954,1.969167171384264,0.3972311921689995,[-0.3060339  -0.58462182 -0.65769759],[0.11194812 0.15924839 0.18147306],[ -7.7827728   -5.01933375 -12.19374573],[0.22998633 0.21472859 0.18270913]
24,1439031,001906.62-001406.4,0.838035002555121,44.90069580400115,0.0078794081376507,2.055695508181823,0.3035705598966288,[-0.61484131 -0.6446738  -0.58772922],[0.11743791 0.1421099  0.17255508],[-14.45547201  -9.87056725 -11.97777814],[0.21105607 0.18801635 0.14830523]
25,1439039,001904.83+003436.5,2.114493891827448,46.99050537733839,0.001309088092519,2.0680381475551792,0.2395431703391164,[-0.36934793 -0.52714986 -0.5729057 ],[0.10945839 0.11121028 0.11920431],[-16.81206586 -15.18701765 -14.21849248],[0.04877619 0.04712444 0.05319652]
26,1439041,001904.71+005924.8,0.7077973197954353,45.04524822342648,0.0083754529151462,2.5877328173734546,0.2958650430993352,[-0.56019611 -0.74805875 -0.59911641],[0.12680301 0.13869031 0.16122835],[-14.73381994 -13.5147705   -2.13900908],[0.15265543 0.15632964 0.15776369]
27,1439042,001904.51+003927.7,1.899726121871231,45.87810845177532,0.0125749389061837,1.7273822703898094,0.2657343316933254,[-0.68120859 -0.67911358 -0.4824465 ],[0.1021899  0.12999957 0.14940628],[-14.5427847  -16.88577056  -5.7390897 ],[0.18734406 0.18443786 0.15711842]
28,1439047,001904.12+001437.7,1.5205142539595595,45.6840546402758,0.0088405987024344,2.373601046352083,0.3485461674176882,[-0.39413106 -0.49323872 -0.69739301],[0.1435903  0.15542697 0.18420691],[ -2.13532458 -12.99225266 -14.6393396 ],[0.18604982 0.16935237 0.14475143]
29,1439049,001903.27-004223.4,1.0760955889743034,45.75629129130802,0.0056469726985675,2.905188605040745,0.4876444274942015,[-0.54951112 -0.5600573  -0.54074581],[0.21532839 0.22252065 0.23307024],[-17.00714285  -3.42550853  -3.08922363],[0.09253993 0.06593593 0.06659255]
30,1439052,001902.87-011237.4,2.0888036563138765,46.005851480078775,0.0127764366854705,2.5929326603353493,0.4289326483681661,[-0.48556775 -0.54086097 -0.41793905],[0.18371576 0.19289654 0.20059931],[ -9.41031026 -14.07605829 -12.2499822 ],[0.19819867 0.17385972 0.16412156]
31,1439058,001902.13-003854.1,1.1481437770241056,45.36755243482933,0.0066453505504924,0.973852571569972,0.41118011320939,[-0.75966419 -0.96865435 -0.68565037],[0.13215808 0.2241277  0.24017588],[-15.88450781  -5.3346775   -7.27773207],[0.18260666 0.17902953 0.15182277]
32,1439060,001901.77+000117.7,2.116995620064619,45.37389794412204,0.0262502516613025,0.4522173033421324,0.3396140603947039,[-0.57423867 -0.43157436 -0.28403875],[0.12200537 0.1902206  0.22908134],[-15.99277976 -11.86177321 -11.90006904],[0.21936747 0.22812485 0.1615301 ]
33,1439063,001859.96+011445.7,0.8448503363770034,45.298721432007504,0.0055807822994253,1.806007171997437,0.2101368783748151,[-0.56116495 -0.56669276 -0.57152595],[0.09104186 0.10357738 0.11874637],[-14.54726472 -16.86572421  -2.38036605],[0.16105439 0.14191899 0.1274748 ]
34,1439066,001859.26-004010.4,0.8122408681939504,44.39495212656112,0.0401894729487217,2.479301580386367,2.26150454607567,[-3.81089278 -4.20430968 -4.81867394],[1.84963871 2.03623545 2.06825081],[-12.24552333 -14.79037382 -12.49990425],[0.24872417 0.22410565 0.17306378]
35,1439071,001858.75-002228.7,0.9980246487361102,45.590035155243,0.0027026562127794,0.9912032377671864,0.2349440383821081,[-0.74036695 -0.67672556 -0.78855864],[0.11117978 0.15760526 0.16948714],[ -9.05718865  -7.03513907 -14.87211344],[0.13406239 0.14252308 0.10319545]
36,1439073,001858.27+000035.3,1.6330382159986756,45.73535447448788,0.0074490097320492,1.96294504581379,0.3756526890271849,[-0.42598041 -0.53717461 -0.24789987],[0.12568139 0.15148549 0.1445545 ],[ -8.260358    -7.50637637 -15.10864553],[0.21338762 0.20009812 0.16889382]
37,1439079,001856.80-002726.2,1.6526909073295597,45.62772791701814,0.0190018762347889,1.5812505571013946,0.5367041524810173,[-0.32672267 -0.80659382 -0.83986204],[0.11939577 0.18673009 0.32690285],[-13.52836081  -9.7227523   -2.13829486],[0.22994807 0.2143211  0.15774047]
38,1439089,001854.37-000613.0,2.400978749435522,46.49099947255794,0.0037796062287043,2.1607052437988727,0.384966447721719,[-0.83874145 -0.96570625 -1.1442072 ],[0.15551743 0.16321741 0.19586485],[ -8.20164313  -2.69905917 -14.35775504],[0.11446807 0.10949767 0.10404193]
39,1439092,001854.25-010202.2,1.9608935635023408,46.274359754967605,0.0231917099322345,1.4166970935531538,0.2799583365191654,[-0.99938967 -1.10289719 -0.96944005],[0.09401655 0.13101987 0.15181766],[-14.74168931 -13.51032752  -6.34050259],[0.13839534 0.12244959 0.1087822 ]
40,1439104,001852.35-010524.6,2.8897766820789283,46.71904523053638,0.0041273290687797,2.384495043016264,0.3647836960600323,[-0.78917615 -0.84130204 -0.84437609],[0.16886157 0.17255629 0.17775291],[ -8.97363803  -3.63018765 -10.01533305],[0.11954913 0.09839561 0.10471489]
41,1439106,001851.74+002523.9,1.2633666452316603,45.56778626504632,0.0115555476513584,1.5216679196349538,0.3662893148567212,[-0.6875783  -0.74851301 -0.86824479],[0.13653695 0.19474236 0.20271186],[-14.20539107 -10.87508495  -5.15035612],[0.19603203 0.17853047 0.13969407]
42,1439110,001851.00-004001.1,3.0259444686879395,45.86280951751838,0.0208227263012013,2.396430863089811,2.1342093462330705,[-3.3361039  -4.50819851 -4.71485939],[1.89009579 2.0801681  2.0545561 ],[-15.44921847 -15.41115128 -14.80429579],[0.20509196 0.20419839]
43,1439111,001850.69-001126.6,2.58509891275256,45.82018038208801,0.0161093086152916,1.4108047569425357,0.329778739026354,[-0.45592505 -0.22954722 -1.5649618 ],[0.16005104 0.22610337 0.62754569],[-14.54812266 -16.87763824  -5.80609408],[0.2279611  0.21716777 0.19045356]
44,1439113,001850.43+005033.7,1.352792397528069,45.488632380766,0.0074970267562974,2.0415249667200595,0.2795226326433466,[-0.53081516 -0.64022331 -0.63048122],[0.13077492 0.14179133 0.17892707],[-13.54066488 -13.38519328 -11.21854086],[0.19567845 0.16413224 0.15862984]
45,1439122,001849.72+005418.3,2.4607946683774213,46.31431526477012,0.0059463749091221,1.1081548337695828,0.2106103360864283,[-0.81438874 -0.65307094 -0.71467613],[0.08160306 0.10855075 0.17953979],[ -6.73160309 -14.68345078 -16.1363449 ],[0.18123196 0.16206602 0.14301966]
46,1439123,001849.27-001544.7,2.235474749295613,45.39807456550967,0.0240107397387774,2.7185368552984155,1.1138119648199236,[ -0.65797803  -0.33045997 -70.1042532 ],[0.29888251 0.38325293 0.86872314],[-10.06183342 -15.47020109 -10.25501462],[0.21595643 0.23822957 0.19135077]
47,1439124,001849.18+003441.0,1.0398377716793068,45.33666493749609,0.0096609933480493,2.385880080400193,0.4147838655806086,[-0.42482415 -0.59354688 -0.37093042],[0.16654152 0.18170714 0.19995998],[ -7.83617358  -2.46327068 -15.66766188],[0.20181566 0.18127667 0.16254404]
48,1439125,001848.70-010802.9,1.822855486494933,45.18707323600409,0.0278203331777184,2.8729134244261445,1.422527952823786,[-0.63313491 -0.60323649         nan],[0.5790493  0.72856041        nan],[-11.82045928 -29.77329591  -1.95827661],[0.24383435 0.23736502 0.18639866]
49,1439126,001848.57+001308.0,1.554310558103502,45.76380589153786,0.0080542928796099,1.685904429169585,0.2484485175059191,[-0.73088469 -0.76898487 -0.75176381],[0.0931673  0.11851628 0.19170241],[-12.5766086   -8.50095103 -16.32703185],[0.18053146 0.15977008 0.13548799]
50,1439129,001848.19+002254.9,1.8821254192567296,45.72545061683012,0.0142225637809154,2.843322801691797,0.5688496959349982,[-0.18821282 -0.43109431 -0.2880403 ],[0.22988248 0.25533094 0.25033511],[-10.77266743 -11.43423315 -15.33404539],[0.24822997 0.22417762 0.20208806]
51,1439132,001847.57-000038.6,1.3521758992546005,45.604466858571485,0.0093986050507233,3.176808517363134,0.6424357637639473,[-0.62851069 -0.82677682 -0.53634199],[0.25806563 0.28875953 0.29598639],[ -1.9056217  -16.75900463 -15.80674528],[0.21792931 0.18126362 0.15464001]
52,1439138,001845.95+003111.2,2.6179612902857565,45.35456824331595,0.0458902827552627,0.5143223176210981,1.2525902960704816,[-49.21133814  -0.21540509 -49.46520989],[0.78435856 1.08489063 1.11530334],[-10.35858386  -9.99249628  -4.51668925],[0.20204049 0.17041808]
53,1439139,001845.55+000651.9,1.6718297738039654,45.49720241344127,0.0183588842884674,1.9856120253306488,0.648856383841094,[ -0.43139446  -0.39869367 -14.83497429],[0.15738509 0.20780133 0.84524931],[-9.32792335 -4.22944444 -9.68454858],[0.25022963 0.25794766 0.2474742 ]
54,1439141,001845.49-000840.8,2.0023176662096818,45.703629351379824,0.0130498789127564,1.1033565712547944,0.8459927293496514,[-0.61453268 -0.4494175  -0.5697452 ],[0.23693502 0.33901576 0.45235473],[-12.83392517 -12.59521054  -9.96576194],[0.22628482 0.21966993 0.20122478]
55,1439143,001844.87-010711.6,2.2971604165237696,45.95925231266267,0.0095338815327608,2.4123060629720285,0.486582624130486,[-0.67391165 -0.57429736 -0.68430417],[0.18640405 0.20876354 0.26256245],[-15.42188031  -2.1886694   -9.758041  ],[0.20919231 0.18783976 0.12936334]
56,1439145,001844.74-010218.3,1.9248900014784125,45.68413573201244,0.0268663161550009,3.004838965831809,0.8437327600716367,[-0.75959601 -0.93298052 -0.36004954],[0.33741807 0.52556875 0.45368996],[-15.42111885  -2.32776856  -9.46639889],[0.21642103 0.20204574 0.16155334]
57,1439147,001844.14-011026.8,0.668209854026985,45.14016173695261,0.0297340815041593,2.1210519652993893,0.3666066517051298,[-0.48955977 -0.73393282 -0.62506287],[0.13983029 0.19904775 0.22168615],[-12.59621658  -8.50785858 -16.32804411],[0.22622582 0.20248276 0.15308194]
58,1439149,001843.81-003946.2,1.9429663038820264,45.16442513561902,0.1139133334560824,-5.314881919855143,18.627060129444708,[nan nan nan],[nan nan nan],[-16.10403882  -1.81042652  -9.68358174],[0.22428407 0.17586136 0.20583033]
59,1439150,001843.67+000104.4,0.8846817361607784,44.97152650582061,0.0124828770378826,1.7063562169515991,0.333184238666122,[-0.37315247 -0.42049624 -0.42778033],[0.09911944 0.12966541 0.16217504],[-14.5542198  -16.87087941  -6.09877069],[0.19465695 0.21267272 0.15505384]
60,1439154,001842.95+005220.2,2.5912305626167345,44.721138181738446,0.1104095017154769,2.6275340222005656,2.259395921686031,[-2.54232527 -3.86219324 -2.75678997],[2.02472936 2.23296485 2.19849971],[ -4.40740594 -16.53010276 -15.47808708],[0.21061131]
61,1439155,001842.85-002318.6,1.5422231545010718,45.3240798295083,0.0194127399868584,3.355011619488784,0.7063257280632267,[-0.32766204 -0.36027802 -0.18583537],[0.26230595 0.28465252 0.31538944],[-15.12689747  -1.56209039 -16.15495211],[0.24564959 0.22446495 0.18390589]
62,1439157,001842.68+005042.1,1.990378866012537,46.39551918884671,0.0126131463942691,2.506492551667943,0.3619866252867791,[-0.83090423 -0.818399   -0.88467013],[0.17783775 0.18141988 0.18781335],[-9.23313451 -8.40666105 -7.1516341 ],[0.1044577  0.10070117 0.09531457]
63,1439158,001842.67+001546.1,0.859207192827942,45.26869352672369,0.0091529421373017,2.4696965202239074,0.3285075207738737,[-0.56014488 -0.6607014  -0.70184384],[0.1478259  0.15916148 0.1946013 ],[-13.55653287 -13.40249363 -11.27984998],[0.17225347 0.15530374 0.1217479 ]
64,1439162,001841.90+005512.3,2.179508430357596,45.60307164001423,0.0224106325447728,1.5236245985487613,0.343073096572607,[-0.83317747 -0.76277836 -0.20451046],[0.24930778 0.35130026 0.35966957],[-11.00356797  -9.18219141  -7.31746736],[0.25178972 0.20226143 0.16060507]
65,1439163,001841.81-010832.5,0.7877880038997246,45.281792188551904,0.0096541333339565,2.042581388535681,0.3213589926442836,[-0.87652459 -0.82325659 -0.7718592 ],[0.11817913 0.13639415 0.16583   ],[-15.89699161  -2.49803189  -7.26575003],[0.16702092 0.14744618 0.12469766]
66,1439165,001841.45-005937.4,1.6506891657275118,46.02097550276773,0.0046933028183815,2.136423905866648,0.3007991115090328,[-0.73659152 -0.79834463 -0.79667827],[0.12168689 0.13148035 0.15714011],[ -2.97799265 -16.71148386 -18.12972504],[0.14507865 0.1397835  0.13344375]
67,1439169,001841.32+000522.2,1.5544039564933794,45.33276242379858,0.0193406873409394,3.113002501919345,0.7952165487114855,[-0.46143108 -0.47117271 -0.06368366],[0.28404933 0.34796837 0.33915341],[-14.00320603  -1.79675163 -10.98248501],[0.24746309 0.2091601  0.21032466]
68,1439170,001841.22+011147.8,1.8952430754658,45.43883991981153,0.0425352313915432,0.9847781663761496,0.4036566880734482,[-1.06468472 -0.78615082 -0.78747332],[0.30294975 0.42702642 0.47090166],[-11.04706856 -14.62626365 -11.34710148],[0.24285609 0.20991769 0.16055385]
69,1439171,001841.17+010111.2,1.425186654116961,45.73957126444575,0.0109776408569004,1.4139227400025962,0.3491656142488167,[-1.16810025 -0.82825954 -1.71114788],[0.32481903 0.46789513 0.68264034],[-17.32753749  -9.19144063 -12.09965208],[0.21511372 0.16058492 0.1376515 ]
70,1439172,001840.97-010029.6,1.9875951613141407,45.77657119343768,0.0277163144953398,2.357020239341977,0.4136731547747612,[-0.58761695 -0.51184023 -0.43258254],[0.17512302 0.19269474 0.20320664],[-11.32448304  -5.54000261  -7.48678727],[0.19633912 0.19636074 0.16543667]
71,1439173,001840.80-005618.8,1.673016842611848,46.06437271970656,0.0107032518848804,2.470327926226401,0.4546227134440794,[-0.79643511 -0.91303751 -0.75843476],[0.18975672 0.21435397 0.2332013 ],[ -8.95971428  -2.57473561 -10.03563129],[0.16785865 0.13516637 0.12388137]
72,1439174,001840.78+002600.4,1.926660999057138,45.94996481000744,0.0079396890878271,1.6799654647869429,0.2471328865077782,[-0.67285443 -0.76845262 -0.5624883 ],[0.10490246 0.13671302 0.17194431],[-12.57059799  -8.50825998 -16.3210315 ],[0.19162791 0.17736869 0.14732004]
73,1439176,001840.09+011319.3,1.2548519553290245,45.222568849550086,0.0203927044016261,1.2002093720779747,0.3464579432989178,[-0.32477724 -0.55833699 -3.18077123],[0.11487256 0.17375554 0.91902239],[-14.55062861 -16.88037249  -1.54367347],[0.24699347 0.20658571 0.17246667]
74,1439177,001839.92+000427.6,2.3992837472076545,46.12039501296725,0.0095179066229853,1.3566310076259325,0.3161257749373956,[-0.83763801 -0.88173604 -1.25553895],[0.12245929 0.18054772 0.36943594],[-15.88920373  -2.70235015  -7.40967143],[0.19800847 0.18106644 0.1216099 ]
75,1439179,001839.83-001303.0,1.594185840547186,46.296379796775085,0.0048042873004696,2.952312174181072,0.5247728594149519,[-0.64629486 -0.7319404  -0.71699999],[0.2480447  0.24921174 0.2500541 ],[-14.72294216 -13.47460711  -3.03000266],[0.07958024 0.07258095 0.06619014]
76,1439181,001839.21+001459.1,1.538154081562509,45.992548085493546,0.0041934868717738,2.0452454553188018,0.3128897797812149,[-0.77762962 -0.74365107 -0.86834566],[0.11918684 0.13503796 0.14633821],[ -9.97008038 -15.47504924 -10.12146451],[0.12629321 0.11764052 0.09515779]
77,1439182,001839.17-003158.0,1.5223918128430147,45.35899954614917,0.0181529544882934,1.459310331235253,0.4748989148736291,[-0.77111088 -0.84944874 -0.69573864],[0.23726038 0.36049851 0.37804983],[-15.42798624 -14.36250523  -7.84335826],[0.21262004 0.19042462 0.13111052]
78,1439186,001838.47-003328.3,1.6058319224267577,45.91122660590979,0.0093200155890436,1.7599232019219366,0.2444751771649403,[-0.58514193 -0.62230692 -0.80780995],[0.08552416 0.10209535 0.12392828],[-14.20583986 -10.88532453  -5.86859577],[0.19092287 0.17209128 0.13386531]
79,1439187,001838.12-004854.6,1.074780607570038,44.58320033663066,0.0449955980447676,2.395197053176465,2.230622550921288,[ -9.92598796  -1.96681559 -11.87911347],[1.3242129  1.64043374 1.58649496],[-17.20564535  -9.30639071 -15.92754643],[0.202428   0.18718446 0.18708869]
80,1439188,001838.08-011239.9,1.8127569706595923,45.79366541373647,0.0157218602888598,3.249181518246344,0.5796228234295289,[-0.29276807 -0.47618859 -0.30710318],[0.2760223  0.33047943 0.32690073],[-12.53901905 -11.88988978 -12.27877053],[0.24403472 0.22824568 0.1559148 ]
81,1439195,001837.60+003247.8,2.6226857162305643,46.74276114824151,0.002636958598515,2.238570027208473,0.3556707842574574,[-0.67324476 -0.67245735 -0.80930386],[0.16312543 0.16514173 0.18594422],[ -2.58404999 -17.30691521  -7.9701794 ],[0.11805848 0.10307747 0.10234813]
82,1439197,001836.68-001709.6,2.6582938358143267,45.561310449107694,0.031953683973402,1.142899021742284,0.6568656865945426,[-0.26648283 -0.65646678 -0.54438084],[0.12558929 0.23272008 0.92947445],[ -6.59587797 -15.2534173   -7.8570557 ],[0.22807916 0.21636191]
83,1439199,001836.40-002933.0,1.853954308896943,46.72223236253263,0.0016076948035994,3.010679720145312,0.6059240790852776,[-0.57835302 -0.57192242 -0.74935431],[0.28860659 0.28900323 0.29329274],[-7.26777249 -2.70684326 -3.32803267],[0.07273399 0.06740469 0.05988368]
84,1439200,001836.38-000338.5,1.6369918065574334,45.65031713240143,0.0142456383541862,3.525789216800658,0.6635810932201383,[-0.11754739 -0.15754051 -0.04428953],[0.31997429 0.3267476  0.32581019],[-13.55404713 -13.39970744 -11.28188969],[0.20515398 0.18853144 0.19403243]
85,1439205,001834.51+011120.5,2.910467183065561,45.8646405488395,0.0333811367181553,1.0978206322137951,0.4953578590675912,[-0.88860281 -0.79975221 -0.88201902],[0.12113153 0.17911305 0.30890373],[-12.59384725  -8.50155987 -16.31903969],[0.21792728 0.17487169 0.14129218]
86,1439206,001834.40-001944.6,1.2010113414211765,45.12292297492503,0.0135752787086715,2.876562719782082,1.0453211066226769,[-0.32997281 -0.46391098 -1.01443448],[0.27957268 0.33980066 0.64363151],[-12.35260493 -14.99058985 -14.25317279],[0.24427006 0.23141923 0.19405636]
87,1439207,001834.40+004457.2,1.036146517225366,45.04015487640466,0.0141401069542368,2.7124366504944266,1.164834779776627,[-0.39175674 -1.42373863 -0.58884394],[0.29682366 0.79561442 0.49002704],[-14.75994218 -13.7628278  -16.9820118 ],[0.23571757 0.18112129 0.17884689]
88,1439208,001834.23-011226.1,1.0327512998665485,45.53790469488878,0.006665376285845,3.2112516304171974,0.5211719663997905,[-0.42343679 -0.48557799 -0.40087434],[0.24268319 0.24506983 0.24603443],[ -8.95615842  -2.53562633 -10.01337679],[0.13780122 0.11187639 0.11216058]
89,1439210,001833.87-003608.5,2.6403470143846968,46.0679826975132,0.00885807918376,2.801752074128093,0.6594035740750026,[-0.39894444 -0.80946063 -1.1058545 ],[0.27949358 0.31997324 0.61353965],[ -2.68101298  -6.30818761 -15.66943078],[0.23775879 0.20439594 0.14942867]
90,1439211,001833.62-011028.2,1.3709120523476557,45.800444849866494,0.0060624276474676,2.162686035965975,0.2956860735394395,[-0.60649025 -0.61938928 -0.51003154],[0.12210656 0.13067983 0.13961177],[-14.72957095 -13.49695057  -2.08629086],[0.17131886 0.1304647  0.13242631]
91,1439216,001831.99-011029.2,1.3897376595262696,45.33725003044461,0.0183234585610954,3.0804621801347967,0.6796222220542971,[-0.39115697 -0.73060988 -0.2679258 ],[0.34341348 0.45725277 0.44677329],[-7.49821769 -7.16307035 -9.48745591],[0.23768229 0.21575551 0.17443596]
92,1439217,001831.81-003439.9,1.6310247104975135,45.39995703840842,0.0120804043535365,2.871785619852949,0.6157523086915366,[-0.28770111 -0.35341071 -0.43108438],[0.24755196 0.29590813 0.32460436],[-50.96684409 -12.97047523 -10.9921911 ],[0.24094865 0.22819822 0.16874309]
94,1439221,001831.32-000434.9,1.9759851860695057,45.66642692469953,0.0178315087878822,2.0448349594558337,0.6275755507060528,[-0.57078871 -0.76788853 -0.60769207],[0.17241672 0.31869246 0.4850383 ],[-13.32441192  -2.10044618 -10.54981359],[0.23289046 0.19494033 0.18883394]
95,1439225,001830.54+000825.5,2.1525464045126848,45.91797509924757,0.0093013719001291,1.7633445669584211,0.5891074625387746,[ -0.88347012  -0.87346826 -44.01793406],[0.20636535 0.29314507 0.82929471],[-11.35363179 -12.28909498  -9.06948689],[0.21659999 0.18462322 0.14518389]
96,1439229,001830.16+001423.6,2.283103948607308,45.65243932956977,0.0252877335540944,2.410927295394038,2.2361021497507023,[-4.32106824 -4.67634532 -5.01253454],[1.91793378 2.08310534 2.11459126],[-15.45664857 -15.41334229 -14.80325493],[0.26361282 0.20300457 0.1553145 ]
97,1439230,001829.79+001151.5,1.898401670328569,46.48209536344757,0.0025598091600933,2.3928726307674903,0.3863470972801712,[-0.64445549 -0.72824452 -1.08710282],[0.16461059 0.17032556 0.19437895],[ -8.09805262 -11.61465937 -12.25835961],[0.14336856 0.11919331 0.09075386]
