i,object_id,sdss_name,z,log_lbol,log_lbol_err,log_tau_rest,log_tau_rest_err,log_sigma,log_sigma_err,log_jitter,magerrs_mean
82,1443967,000248.92+005648.2,1.2988686506496552,45.85969723388685,0.0021631188469477,1.7121379805633303,0.2408097444246641,[-0.87939865 -0.95511915 -1.05789198],[0.0843984  0.10092303 0.2372073 ],[-14.55126925 -16.87831655  -1.83055244],[0.15278899 0.12752046 0.13868363]
83,1443979,000246.47-000615.3,1.7219257082493933,45.92758283389886,0.0182400726213387,2.95382678657511,0.5500354345201952,[-0.58207365 -0.71885969 -0.74737849],[0.25825913 0.26305297 0.27476031],[-12.270849   -20.53928036 -15.54793113],[0.10372038 0.09808098 0.09393835]
84,1443981,000245.58+002115.4,1.3494538524874689,45.24321556186353,0.0211334153057585,2.6975284613868427,0.5050241794987078,[-0.38557311 -0.4365268  -0.42809837],[0.21560535 0.22853217 0.24090909],[ -7.11192309 -13.87086311  -9.69765719],[0.22285119 0.20446756 0.1584134 ]
85,1443984,000244.88+005055.2,1.8434744225997943,45.538008850689096,0.0318992408104357,2.543183772942104,0.4700687142997817,[-0.27425226 -0.39842284 -0.20333919],[0.19410595 0.20005145 0.207131  ],[ -7.51425709  -1.97320968 -10.94542744],[0.22547395 0.22122658 0.18256268]
86,1443988,000243.99-005657.4,1.5283702243376442,45.21374909435103,0.0270286631098848,-0.1344459730561167,1.0356722937325875,[-5.20359851 -5.62660029 -0.43672393],[0.80022473 1.17735683 1.13394469],[-12.71557229 -15.61973439 -11.5637747 ],[0.23228026 0.18036278]
88,1443990,000243.58-003449.2,0.9330118117542836,45.019772702423154,0.0144120826537275,0.540595915227116,0.2198427107571187,[-1.2772282  -0.43488295 -0.75642066],[0.37817545 0.53564997 0.58526249],[-15.98840316 -11.86320742 -11.90852231],[0.23523346 0.19314687 0.15714865]
89,1443995,000242.30+005333.1,3.953783536786244,46.18823126540256,0.0207782217681185,2.839216533993988,0.5465286750402238,[-0.33348056 -0.56448652 -0.45078381],[0.28193479 0.3168287  0.32497745],[-13.36064865  -2.59191303 -67.60032278],[0.23140226 0.20719274 0.17145332]
90,1443996,000242.03-004802.5,1.4021605197577085,45.48998136278282,0.0175773551104363,2.169369054098228,0.9124967945785968,[ 0.04887919 -1.03867717 -0.83917266],[0.23435268 0.48901116 0.50415694],[ -5.06620961 -16.19688903 -13.82592516],[0.15229569 0.17767348 0.14008232]
91,1443997,000241.55+002411.3,0.993832020740368,45.24848329224074,0.0142765201488792,2.017385048063371,0.2100989334631622,[-0.69608813 -0.63731163 -0.51436093],[0.08802015 0.09796925 0.12351592],[ -7.43999358 -14.83026074 -15.89811403],[0.19689428 0.15815634 0.1388378 ]
92,1444000,000241.23-000525.8,2.0761675765534715,45.63532210985352,0.0246092327715174,2.973649789468216,0.6509101048722741,[-0.56905072 -0.57995782 -0.24732288],[0.2254386  0.25694409 0.25953657],[-12.87689416  -8.59606426  -1.76774368],[0.23626932 0.22578055 0.17916645]
93,1444001,000241.17+010637.5,2.3471859963608224,46.22418433446801,0.0051161639442831,1.8429423610536888,0.2238011510597276,[-0.76347476 -0.80197479 -0.68481004],[0.10531637 0.11970108 0.19063201],[ -9.61037405 -12.31077295 -15.60411287],[0.16848843 0.15318059 0.13406707]
94,1444003,000240.76-004803.6,1.739558214598712,46.23427744671926,0.0095440904283066,1.786620905126964,0.5318464568083832,[-37.42596798  -1.10412658  -1.46168712],[0.67487622 0.95865992 0.96084809],[-15.8860041   -3.08087204  -8.15406207],[0.1375652  0.08847612 0.06268851]
95,1444004,000240.45-004033.1,0.7062124098222133,45.06879553970885,0.0125744070076265,2.540174884546341,0.6079564918925351,[ -0.96512641  -0.88756069 -26.99440568],[0.21579416 0.25686125 0.9379575 ],[-11.38864891 -12.27148581  -9.0794489 ],[0.1676813  0.12537815 0.10585485]
96,1444018,000237.72-005950.0,1.9695763431502544,46.28169147386649,0.0035701505889882,1.7040749972729592,0.2072247400014351,[-0.71030335 -0.7197556  -0.78442119],[0.08328641 0.09273317 0.12761324],[-14.20478986 -10.87992978 -15.94450825],[0.14223154 0.11899772 0.10239555]
97,1444021,000237.23-004654.1,1.1168492277423063,45.64906165930791,0.0039586043807204,1.2808084663626151,0.6863263524052026,[-0.64584688 -0.94088349 -0.89342228],[0.12997746 0.18469142 0.20565563],[-13.66593418 -13.3479932   -5.61300799],[0.15634079 0.11687471 0.09518307]
98,1444024,000236.66+003852.7,2.6689191805850285,45.71150841661685,0.0123254604009481,1.2417783022155442,0.3309143143739423,[-0.43844998 -0.44702571 -0.44144613],[0.14949845 0.22716012 0.24052292],[-11.72825827 -14.60996179 -17.24354399],[0.26283809 0.22994978 0.1754966 ]
99,1444027,000236.24-002724.7,0.2909497808981935,45.05724220465913,0.0114274960859468,2.255333767277274,0.1983232081569541,[-0.4509046  -0.73538415 -0.46238534],[0.09817591 0.09999532 0.11010768],[-10.03105362  -2.94819768  -1.847945  ],[0.09032773 0.05469553 0.04690266]
0,1444030,000235.51+005321.2,1.8612429263010453,46.02100856954485,0.0062816551876743,1.978994071175904,0.2702245381970803,[-0.67143236 -0.72817017 -0.78203148],[0.11606127 0.12808678 0.15259062],[-15.88250694  -2.4854701   -7.2592933 ],[0.1702443  0.16150215 0.14205126]
1,1444033,000234.44-000437.2,1.004191042320446,45.12629195171737,0.0118657217870321,1.7868618707848074,0.5334413598332752,[-23.99080632  -0.65772354  -0.85449847],[0.64763813 0.91885556 0.93163591],[-12.19781465  -2.87282838 -10.91672645],[0.15084213 0.12456989 0.13620329]
2,1444036,000233.57-004007.1,1.04813626949876,44.98940146678665,0.0164569753840382,1.976895354015072,0.8961536563402298,[-0.6540078  -0.69507583 -0.64742595],[0.40476531 0.55233571 0.6278978 ],[ -4.70934983  -9.12750081 -15.79431421],[0.25792245 0.1901615  0.14772621]
3,1444040,000232.86+003333.6,2.1451059626903954,45.52412829544591,0.0312502040593329,2.7414366777611123,0.5998838970787228,[-0.29590118 -0.54302875 -0.47380359],[0.22301859 0.26377034 0.31765303],[-15.21747287 -16.76141439 -15.70922529],[0.26725129 0.24473364 0.17986398]
4,1444042,000232.32-002029.8,2.183591423866146,46.340799281575,0.0114241606804732,1.9960812286896896,0.4625715225589136,[-0.79267755 -0.86865534 -1.22071555],[0.1718727  0.18893514 0.27359793],[ -8.96776981  -3.55615258 -10.0308716 ],[0.15092008 0.1324397  0.12982773]
5,1444045,000230.95-000703.6,0.3984421864946301,44.40151144350378,0.0173155701576313,2.8774288101354584,0.4716478463624354,[-0.42956153 -0.52057136 -0.57143765],[0.20507919 0.22136906 0.22736677],[-14.20381948 -10.99495902  -2.1645741 ],[0.21775531 0.19723854 0.159653  ]
6,1444046,000230.94-000616.5,1.333793906740556,46.314374094446144,0.0041924235982051,2.343609924280474,0.3744144620176357,[-0.69387719 -0.82396693 -0.73374051],[0.14482738 0.15183889 0.17780012],[-12.47484357  -8.50678758 -16.32232148],[0.07964684 0.06337206 0.05349207]
7,1444047,000230.71+004959.1,1.3590717647800263,46.79162332876241,0.0008566093903255,3.024289993787224,0.4734969589065188,[-0.78867718 -0.94381146 -0.9520595 ],[0.23040056 0.23053216 0.23094817],[-31.61667349  -3.57403598  -3.4915729 ],[0.03342967 0.02419628 0.02959472]
8,1444048,000230.69+001626.0,1.4450443736925809,45.58864446267164,0.0085775507686278,2.392047512145627,0.3748834833998875,[-0.47735646 -0.51469575 -0.25384801],[0.16629976 0.18419977 0.21077415],[-11.25346459  -2.66307251  -7.48870197],[0.22993997 0.19977786 0.19394199]
9,1444052,000229.82+010830.7,1.5184457971128082,45.28912245198815,0.0182754773928657,2.8291793723018865,0.8057551946143136,[  -0.37870945   -0.49789968 -141.97468069],[0.27604126 0.35641709 0.86104204],[ -9.96012056 -15.46917699 -10.24553603],[0.26652482 0.26175108 0.20760863]
10,1444060,000228.25+003553.4,1.192659581134992,45.19079633618955,0.020538594371942,1.0736367799856503,0.9785069154857476,[-0.12404204 -1.01972366 -0.93049824],[0.15572928 0.57807283 0.38656985],[ -8.24927344 -15.42155795  -5.52832521],[0.26642591 0.23005462 0.17779843]
11,1444062,000228.05+010102.6,0.9205709404251452,45.66449729499629,0.0039403372774913,2.008478272621734,0.2300080476436261,[-0.85809899 -0.86784222 -0.84976474],[0.0943561  0.09706243 0.12163391],[-13.16334509  -2.75590278  -6.84130232],[0.10609901 0.09925356 0.11426475]
12,1444066,000227.35-000145.4,2.0570577323331665,45.766910720398194,0.0175752864440283,3.149410565501027,0.6368666946615313,[-0.58698896 -0.88193573 -0.41093673],[0.29465556 0.57529859 0.34116956],[-15.12651863  -1.42866598 -16.15274203],[0.24473917 0.24656261 0.17708493]
13,1444070,000226.10+000549.1,1.6587668339602946,46.65761563186939,0.0023775247082298,2.683768656669326,0.387802125944285,[-0.80019824 -0.88724204 -0.99029162],[0.18409602 0.18547304 0.1922124 ],[-13.53033469 -11.3893476   -9.19698439],[0.05388583 0.05238368 0.05347422]
14,1444074,000225.62+010411.9,1.687456678698566,45.57325585003967,0.0241713545426236,3.1297324540707017,0.7244013037545574,[-0.35242487 -0.35388573 -0.36092824],[0.30927675 0.33070803 0.34451608],[-11.29787563  -6.01586795  -7.47490151],[0.28065137 0.24144962 0.18714571]
15,1444077,000224.57-010455.6,1.3657381267956086,45.53018110073984,0.0085424988094757,1.392384889177193,0.2438770780225223,[-0.55935571 -0.56124012 -1.123533  ],[0.09141473 0.12295312 0.36269746],[ -14.21276323  -10.86069952 -146.04102916],[0.21285967 0.17963385 0.15633528]
16,1444079,000224.24+005256.1,1.7304217748059998,45.81222302175061,0.0126254248129029,1.0871243757532048,0.4144110685857605,[-0.04200951 -0.68083225 -0.53141921],[0.13724739 0.19489791 0.2047632 ],[-15.41674088 -14.37838068  -7.55658456],[0.25961432 0.22224461 0.17824722]
17,1444080,000224.16+001740.2,0.8994381968913141,45.02931546313057,0.0078716942426915,2.696219962432536,0.5196827261110701,[-0.662794   -0.46887405 -0.42450439],[0.19431542 0.22005693 0.22956642],[-12.59866076  -8.52867382 -16.32436832],[0.23802621 0.21780768 0.1780176 ]
18,1444084,000223.35-011041.0,0.9392603907179824,45.08057857875618,0.0191283826307859,1.5729129310476786,0.2332779272243464,[-0.51027057 -0.50299405 -0.32045845],[0.08919123 0.12053113 0.13309649],[-14.54259959 -16.87612023  -5.79993956],[0.21532854 0.19149566 0.18085969]
19,1444085,000223.32+010101.2,2.289750129366968,46.023337413551374,0.0092276452000383,1.2147861604130528,0.2175910728558104,[-0.69439093 -0.84427509 -0.62716317],[0.08948141 0.13408895 0.30433293],[-16.84195342 -14.34646228  -5.46011062],[0.22562155 0.20260995 0.16007716]
20,1444087,000223.10+001747.8,1.5132697180357757,45.78885250710825,0.0107998355988172,2.471315466498241,0.4187728625946401,[-0.53484527 -0.56909403 -0.57982807],[0.16278499 0.18248375 0.19433245],[-10.0654339  -15.47830382 -10.12379001],[0.20715435 0.19893621 0.11709574]
21,1444089,000222.73-001545.9,2.9221774693243323,45.7577896135557,0.0255091367192008,2.3028083400050647,0.8119361098188708,[-0.5420609  -0.65598244 -0.91521143],[0.27966558 0.41969034 0.61351552],[ -8.58540771 -10.21421834  -9.61006756],[0.25085204 0.21244775 0.17978201]
22,1444091,000222.47-000443.5,0.8104622658093353,46.22941610631581,0.0017072377914288,3.2983282215573126,0.5131331684926432,[-0.72894084 -0.73981719 -0.83036085],[0.2535874  0.25405561 0.25624599],[-13.51648663 -11.39711489  -2.92071169],[0.03623129 0.03571828 0.0412036 ]
23,1444093,000222.28+000158.5,2.463008222347159,45.77436208044563,0.0103412725778326,2.8631874357778915,0.6201833015976497,[-0.51853905 -0.57899471 -0.02709142],[0.26941391 0.4027596  0.31638149],[-10.74403748  -5.46432757 -10.99143274],[0.26140887 0.2396326  0.21721414]
24,1444094,000222.09-010845.4,2.3280864885849204,45.79785038854349,0.0083612726060948,0.7220317283945084,0.373921444275001,[-0.6365939  -0.49576675 -0.69325392],[0.09703976 0.14342123 0.25604552],[-16.49134731 -16.77524695 -15.38694602],[0.23576962 0.19114795 0.16303964]
25,1444096,000221.94+001246.9,0.6772513882035844,44.91370121912445,0.0186152393200096,1.6545370022792758,0.2751054545348393,[-0.69165841 -0.79899367 -0.7389223 ],[0.0907849  0.12463348 0.19062392],[-13.65961008 -13.36044064  -1.56483522],[0.20573618 0.1787553  0.15900363]
26,1444097,000221.83+002303.0,2.951490715239663,45.978306004175984,0.0314346106123295,2.51192636264728,0.6550537049007732,[ -0.14581879  -0.84820196 -15.71103567],[0.23347836 0.30704662 0.8787008 ],[-11.85779164 -15.8591042   -1.3713807 ],[0.23593011 0.22054636 0.18586458]
27,1444101,000221.22+010624.5,3.3162437701463467,46.24745809024875,0.0111022286631978,12.819776679583365,8.362971999046772,[4.032117   1.44062543 1.23424666],[3.94745486 4.25342035 4.28718894],[-28.8325131  -10.21965425 -10.76781477],[0.25490351 0.20825234 0.13981376]
28,1444102,000221.12+002149.3,3.071978538100032,47.146690934709454,0.0013145152006934,2.78971366057302,0.5207342888570927,[-1.03107747 -1.02709118 -1.1357481 ],[0.2497092  0.25168285 0.26084479],[ -7.64883381 -49.54910893 -15.55107577],[0.07008707 0.06228664 0.06204562]
29,1444103,000221.11-005922.2,2.0876365687207072,45.30063903395931,0.0271846491682232,0.3638105319495994,0.6492983728028695,[-0.67064105 -0.41679397 -0.30569785],[0.15897148 0.23527938 0.25760897],[-14.28819415 -10.33697788 -14.70737982],[0.19599137 0.19227307 0.1756197 ]
30,1444104,000220.63-004519.0,1.4735379639672403,45.46397551190466,0.0072600589156195,-1.3024326537287896,1.1527166724471087,[-0.6524991  -0.53318542 -5.8265089 ],[0.21190819 0.31124017 0.87499111],[-14.48012041 -12.46944665 -13.50235279],[0.2356014  0.19151002 0.13817395]
31,1444106,000220.09-005222.8,2.2377482497857177,46.05164603451263,0.0078570602696395,1.5704520826499362,0.3820727352105211,[-0.98353987 -0.77425053 -1.30000582],[0.15433536 0.22126672 0.31060362],[-13.26741357  -1.9117132   -6.71834248],[0.18211776 0.14819179 0.1268219 ]
32,1444107,000219.67+005947.4,1.939519829824784,45.29413418109982,0.0819852750199849,1.419901285977235,0.4947616443684678,[-0.12110462 -0.45694488 -1.27197441],[0.14181309 0.21222538 0.60084758],[-11.3390857  -12.64320725  -7.29021067],[0.25920492 0.22886604 0.1769814 ]
33,1444110,000219.11+002232.9,0.5479511631343538,45.47751113979132,0.0105601434701334,2.855480627456651,0.3159590111500636,[-0.52416811 -0.5674153  -0.5498714 ],[0.13986103 0.14109139 0.14184802],[ -8.9672661   -3.16286483 -10.01406455],[0.12197399 0.10586038 0.08574883]
34,1444117,000217.91-011334.8,1.9789014175871829,45.59797072928511,0.0193171569432131,9.879852014310863,6.462709749501852,[-100.61343257 -101.8617584     7.32073848],[14.35931231 14.36624463 15.25338747],[-15.69077128  -5.87625127 -17.34352251],[0.21889855 0.17300817]
35,1444119,000217.70+001343.9,0.9620508515072442,44.64365437247202,0.0430311094587096,3.4074119639362026,0.7456917057734189,[ -52.82808541   -0.35019275 -158.55338455],[0.90963662 1.26411993 1.26464498],[-11.81516106  -2.06481723  -7.31565457],[0.23846378 0.200231  ]
36,1444120,000217.65-002458.0,2.1117087007407043,45.77236826721147,0.0201604063969078,0.1223413579477667,1.7456282602547,[-1.16875974 -1.35311448 -0.45447622],[0.49915787 0.8033042  0.72337009],[-12.69119562 -13.38844817  -9.21006241],[0.23208889 0.23420619 0.1806612 ]
37,1444122,000217.56+000801.7,1.9689048787782024,45.79482187368663,0.0109246808423009,2.1560777392363004,1.482372043834577,[-1.69660416 -1.6204419  -1.97966584],[1.10902249 1.29805644 1.31599882],[-15.42474001 -15.14481682 -10.42202718],[0.22573713 0.20777115 0.13228762]
38,1444134,000215.52-003758.5,1.7710119300306228,45.80496841817459,0.007747751452058,2.972606037587007,0.6649691035899861,[-0.23410682 -0.31850657 -0.3359323 ],[0.26371304 0.28253726 0.27851629],[-13.15924344 -12.78542619 -16.67309557],[0.24356758 0.19128779 0.1603704 ]
39,1444137,000215.10-002358.8,1.4637283074816287,45.79880540034118,0.0187786757391066,2.144732573909376,0.2827439457270305,[-0.53479216 -0.59974185 -0.50385795],[0.10401624 0.11532648 0.16601325],[-12.57229976  -8.50793624 -16.32354607],[0.18524822 0.15222595 0.12832031]
40,1444147,000212.53-005311.6,1.5434543309977231,45.83809599166009,0.00951132650464,-0.267727549013516,2.4305159181999745,[-0.4933521  -0.50640992 -0.56199952],[0.13935574 0.16258417 0.14639993],[ -6.75110883 -14.61755317 -16.09961019],[0.19169716 0.16352105 0.13340128]
41,1444148,000212.17+005500.7,1.1525222404230362,45.59392219464306,0.0073325584172927,2.2974523208998843,0.3073094229106141,[-0.45024679 -0.49019784 -0.46369996],[0.12177318 0.12522702 0.18662355],[-9.26450353 -8.02574479 -1.48097284],[0.19180889 0.16966692 0.16220489]
43,1444151,000212.01+003253.3,2.685336579244697,46.480525188893765,0.0048455137516931,2.5574965446368534,0.4108325959682584,[-0.74852665 -0.73330325 -0.70525665],[0.19184675 0.19536964 0.20329375],[ -2.26746565 -17.30150296  -7.92017455],[0.10706783 0.09934341 0.10883315]
44,1444153,000210.82-011039.5,2.2580560896676145,45.88617671297661,0.0141955403851419,2.5673479852794907,0.491142306780689,[-6.00351146 -0.60684722 -0.76787648],[0.59387257 0.81181446 0.8013122 ],[-16.19213779  -9.95279555 -17.1742409 ],[0.22958821 0.17487332 0.13156931]
45,1444156,000210.48-010126.5,2.6366748724657327,46.84899988190708,0.0016775260086738,2.7410912578548734,0.5250451091785808,[-0.6255027  -0.63912753 -0.761057  ],[0.22594743 0.22784426 0.32013619],[ -7.43832328 -14.83909599 -15.89234648],[0.11911903 0.0791934  0.06542116]
46,1444158,000210.11-005730.9,1.97812309675358,46.45601517149771,0.0139434525223265,2.083463632198658,0.2171950929685617,[-0.47625484 -0.58550299 -0.61515609],[0.10766871 0.11697823 0.12268926],[-13.51299505 -13.31558638 -11.21314579],[0.11392038 0.10851846 0.10052199]
47,1444161,000209.60-000155.4,2.573803357200429,46.65917153249536,0.0022219905852374,1.9897790484732512,0.2854055963090933,[-0.79940257 -0.89546794 -0.98125647],[0.1177444  0.12785682 0.2091594 ],[-17.25094735 -13.42306724 -15.99382251],[0.10793334 0.07326192 0.09778339]
48,1444163,000209.30-005846.6,2.341751267845344,45.756421706277344,0.0113062317102858,-2.348562265883097,2.0759729703446186,[-1.66397251 -0.67133249 -1.33825301],[0.48559578 0.68220118 0.81582179],[-11.83913108 -12.00894688 -11.27883446],[0.23170662 0.21650493 0.16504994]
49,1444166,000209.05+000552.8,2.1429184600625293,46.15918391181423,0.0248245306590817,3.216205475128476,0.5467007389016374,[-0.26779157 -0.28772653 -0.29249672],[0.25399539 0.25512368 0.25614452],[ -8.97263994  -3.25100566 -10.01417722],[0.11876034 0.1239719  0.14411453]
50,1444169,000208.93+003120.8,1.831996104919596,45.47256437624053,0.0235357096457669,3.004222725903557,0.8924714122668154,[-2.334413   -0.32163586 -7.295613  ],[0.84485084 1.15335168 1.15802945],[ -6.38787409  -9.23611762 -14.89404896],[0.25275556 0.19819858]
51,1444170,000208.83-001742.7,0.6528301960944077,45.82356876767894,0.0063458006930972,2.970687028531496,0.3790198517867587,[-0.71421156 -0.7126823  -0.67923201],[0.18783082 0.18982446 0.18892356],[-24.44866631  -2.04929483 -11.38299265],[0.05111077 0.04969959 0.05126922]
52,1444179,000206.75+010722.1,0.7946695013257665,44.43822319151273,0.0479401586146472,3.0465419592375005,0.6986949824845456,[-0.48382732 -0.72532676 -0.30029543],[0.26848431 0.36410244 0.32972387],[-15.13098711  -2.13796783 -16.1579943 ],[0.25555981 0.24589987 0.19004903]
53,1444184,000205.53-002611.7,1.007663405304834,45.0097928989902,0.0142907710772028,2.00797630657413,0.6075502872486476,[-0.56800055 -0.50557395 -4.16152139],[0.17631733 0.21693235 0.90265382],[-11.28355976  -5.38802807  -7.47713091],[0.24392633 0.21793462 0.17016625]
54,1444185,000205.08+010025.2,1.6727939718937777,45.385110790754325,0.0276912034782093,0.52754886333986,0.3988748781224979,[-0.60088641 -0.69286391 -0.53501492],[0.0639407  0.12333055 0.19266043],[-16.83366089 -14.35048891  -5.45006275],[0.23740047 0.22408886 0.16264462]
55,1444187,000204.72-001755.0,1.2656214787364692,45.34531636926697,0.0143483120447029,0.8234309299783684,1.6445538022627788,[-1.10574631 -1.26568573 -0.87011129],[0.5712255  0.85594636 0.76333877],[-10.7001193   -1.19297869 -12.43612885],[0.22355906 0.20077362 0.15299684]
56,1444189,000204.39+004700.6,0.7535270659983276,44.98736787635416,0.0048265251891024,2.226259214276127,0.2536164909624634,[-0.54695871 -0.55231938 -0.68256336],[0.1067792  0.1206287  0.13490498],[-14.20950386 -10.94236992  -2.20485654],[0.18059296 0.16691272 0.14357755]
57,1444195,000203.37-003150.8,0.9889579981390028,44.77034816165031,0.0315141086763581,-1.0674421547991868,1.8776832271111912,[-4.12271513 -0.33092486 -5.9992672 ],[0.87013862 1.21225692 1.23612166],[-9.31629231 -4.96584339 -9.63773248],[0.21109428 0.2379644  0.14579283]
58,1444200,000202.71-005647.5,2.132575767300274,45.30002825107967,0.0286030509639196,2.176542745566626,2.448341801572504,[-5.13725432 -6.89871128 -6.32695028],[2.10496852 2.27366769 2.2895137 ],[ -7.6523327  -14.73084817 -14.34244521],[0.17557086 0.18234809 0.20853686]
59,1444202,000202.33-002648.4,2.170987008831182,46.07418808341638,0.0098544785358072,0.6236367624171884,0.2516493855021555,[-1.05833342 -0.9067467  -0.94681412],[0.07155825 0.11049755 0.15884751],[-12.85305496  -8.3895219   -5.99243093],[0.15092758 0.1326894  0.13263306]
60,1444203,000202.16-004216.2,2.421530298420636,46.23974972167584,0.0060572361669066,1.3846765980656346,0.8967647935748273,[-1.0179033  -1.15642622 -4.5866396 ],[0.17932704 0.26277384 0.87094714],[-15.86853444  -2.69179347  -7.36750138],[0.12995102 0.0952821  0.0843533 ]
61,1444204,000202.12+004334.3,2.4053558589252537,46.19635469375583,0.0073604918644889,1.5083586185651126,0.3593648735368949,[-0.73549507 -0.75880593 -0.90829915],[0.10249088 0.15819968 0.16498735],[-11.71788633  -9.58694886  -9.58260492],[0.22121035 0.20513165 0.14717424]
62,1444205,000201.99+004540.6,1.440021311114973,46.29818368940934,0.0047350138389212,2.911700534599188,0.4690293076875513,[-0.64777238 -0.82956865 -0.92165395],[0.22260288 0.22333031 0.22581701],[ -7.55550513 -11.82976657  -2.79809057],[0.05442796 0.04645606 0.05975831]
63,1444206,000201.72-010647.2,1.366038290685296,45.6341882515978,0.0060554460256057,1.6768803697773604,0.2596538592899321,[-0.53552444 -0.92326979 -1.03976509],[0.13885199 0.19274575 0.23335145],[ -8.27202476 -14.03660842 -13.35495121],[0.23422802 0.18021091 0.15984337]
64,1444207,000201.57-000941.4,0.8236275736555108,44.55800907725475,0.0207020389332335,3.3904580301246314,0.659940699026399,[-0.18395165 -0.20493965 -0.1824763 ],[0.32059892 0.32204054 0.3256733 ],[ -6.70712337 -13.87284978  -9.68302024],[0.18906338 0.17031396 0.18882107]
65,1444209,000201.33-005539.8,1.5406320512529674,45.852568257649786,0.0053671278539333,2.5869435833496093,0.3810100522093242,[-0.49523474 -0.56442754 -0.75795214],[0.16382851 0.1718097  0.17800884],[ -2.32904651 -12.96062138 -14.63635793],[0.14480298 0.12734263 0.13111471]
66,1444212,000201.16+001707.4,2.358776079420428,46.13492473193441,0.0054091335623986,1.9142336719662267,0.3581925960995662,[-0.95396611 -0.75566161 -0.76661588],[0.14409072 0.16080892 0.19451711],[-13.33260738  -8.56204369 -10.62484205],[0.15146368 0.14569924 0.1465431 ]
67,1444215,000200.24+010616.2,1.5933246385876725,45.971477099578166,0.0088114027214629,1.261924506195334,0.1626404068518624,[-0.64364991 -0.73773164 -0.90398793],[0.05987729 0.06934642 0.16269909],[ -2.79548489  -2.07809494 -11.4372653 ],[0.161956   0.15158662 0.14205257]
68,1444218,000159.88+003715.5,2.394175238028886,45.718123837662986,0.0173902271658974,2.936824575903091,0.617632178504816,[-0.398345   -0.55380693         nan],[0.26576397 0.32895619        nan],[-10.19094666 -12.28902281 -11.64679566],[0.26865607 0.23708383 0.18051769]
69,1444219,000159.62-004924.1,0.8120311144477336,45.14534038818332,0.0081473461687266,3.292391594334515,0.5672504536771912,[-0.46035767 -0.52586536 -0.57199776],[0.24163711 0.24666906 0.248842  ],[ -8.97422064  -2.44849976 -10.02952863],[0.17356798 0.12858568 0.11678601]
70,1444227,000157.83+000844.9,1.8253406084369483,45.85022572634792,0.005980981794007,0.6036545629043879,0.1567972821365783,[-0.2553993  -0.41831929 -0.47194223],[0.04601308 0.05755949 0.088357  ],[-12.6915725   -5.81797373  -6.4985131 ],[0.15314734 0.14615892 0.15298031]
71,1444231,000157.38-004958.6,0.9005034567603878,45.28035738035846,0.013270419052727,2.009111577716585,0.2982330961806047,[-0.73803189 -0.76362384 -0.80873932],[0.12844283 0.16361975 0.30344117],[ -9.21771284  -9.36996196 -16.53487942],[0.19310198 0.16249176 0.11755185]
72,1444237,000155.82+003603.2,1.8888449618922944,45.937197402140384,0.0083850867967996,1.0184152503396242,0.4219002354338181,[-0.02332162 -0.7973419  -0.65300935],[0.15513867 0.23312856 0.34040073],[ -6.90834833 -11.95710717  -1.84461792],[0.24759903 0.21458077 0.16812421]
73,1444238,000155.71-003527.5,2.527413673106076,45.5363210620493,0.0250264022690984,0.6376249993950105,1.9961395979174537,[-1.5849384  -1.69878836 -1.82519198],[1.41225338 1.66210273 1.67795506],[-12.5355052   -6.35092372 -15.38446202],[0.21041831]
74,1444241,000155.39+001936.2,1.030053587077081,45.27036079807268,0.007098171684678,2.211962343442436,0.2990244624366491,[-0.25432869 -0.48757812 -0.41811029],[0.14450792 0.17180653 0.18660834],[-11.24835201  -5.34699092  -7.51120478],[0.23168955 0.19016894 0.17043023]
75,1444244,000154.90-004956.4,2.825870893639476,47.104283610857394,0.0018449943851948,2.9395809417052456,0.5098027789097497,[-0.63708908 -0.68540409 -0.88617332],[0.25133494 0.25202137 0.25498191],[-13.12314977  -3.6375562   -3.0765949 ],[0.05187638 0.03928686 0.04281786]
76,1444245,000154.89-002209.1,1.1672715665504432,46.2817466912388,0.0023878781142023,2.501123591089055,0.3308613581328061,[-0.67972746 -0.73083716 -0.72685967],[0.16426109 0.16494338 0.16974277],[-17.33330015  -9.19818644 -12.00734587],[0.06369842 0.05789548 0.05874587]
77,1444251,000154.23-001157.3,1.1253835709083493,44.949488675696514,0.0129041630651798,2.08300766173507,0.6875044157362932,[-35.70494018  -0.50335894  -2.41259832],[0.83404705 1.16956436 1.15044212],[ -17.30346464 -148.27764454   -1.27677482],[0.27779121 0.16770775 0.16941425]
78,1444252,000153.59-010443.2,2.636118511632333,45.99180238291287,0.0076899681561215,1.019754684520805,0.3240246765448416,[-0.92719925 -0.58843229 -0.7951359 ],[0.20617007 0.2975254  0.32682179],[ -5.82746389  -6.59644554 -11.13976614],[0.21216533 0.19806002 0.16801353]
79,1444257,000152.19+005543.0,1.2812707623552728,45.30760293978851,0.0167610617292908,1.717306772863593,0.2007464403792811,[-0.48745684 -0.42855897 -0.55581279],[0.11221238 0.13730487 0.26950456],[-11.29172336  -9.05442695  -7.51026507],[0.22744049 0.22476544 0.19088297]
80,1444260,000151.51+010221.6,1.315134547092817,45.20850938353297,0.012573442822731,0.9258810175770033,0.325410822897659,[-0.58887008 -0.80592246 -0.50283792],[0.10315998 0.14922233 0.17953163],[-14.55179009 -16.87261259  -5.77770891],[0.26015393 0.20274386 0.17084997]
