oid,filter,mjd,mag,magerr,clrcoeff,ref,ref_err
423104100012707,zg,58203.31149,14.916098,0.014523782,-0.048589133,14.993001,0.05
423104100012707,zg,58206.34895,15.006734,0.014537926,-0.033046804,14.993001,0.05
423104100012707,zg,58206.37629,15.011689,0.01453901,-0.04059126,14.993001,0.05
423104100012707,zg,58210.31444,14.840677,0.0145198405,-0.027481046,14.993001,0.05
423204100011574,zr,58217.28756,14.188535,0.013750203,0.109058574,14.388,0.061
423204100011574,zr,58217.30981,14.08715,0.013737271,0.10744277,14.388,0.061
423204100011574,zr,58224.27189,14.124759,0.013741118,0.120313264,14.388,0.061
423204100011574,zr,58224.28302,14.113992,0.013739904,0.11998716,14.388,0.061
423104100012707,zg,58229.2771,14.714935,0.014527745,-0.10214587,14.993001,0.05
423204100011574,zr,58233.21302,14.091273,0.013737639,0.11377327,14.388,0.061
423204100011574,zr,58243.17339,14.301061,0.013774631,0.08627666,14.388,0.061
423104100012707,zg,58243.23498,14.956179,0.014528724,-0.11529282,14.993001,0.05
423104100012707,zg,58249.23399,14.763156,0.014522674,-0.016408442,14.993001,0.05
423204100011574,zr,58249.23585,14.172847,0.013747661,0.11456516,14.388,0.061
423204100011574,zr,58256.24623,14.122128,0.013740812,0.12055601,14.388,0.061
423104100012707,zg,58267.16878,15.236108,0.014625545,-0.066641085,14.993001,0.05
423204100011574,zr,58267.29603,14.350749,0.013789074,0.113511585,14.388,0.061
423204100011574,zr,58270.16993,14.381036,0.013799041,0.087562725,14.388,0.061
423104100012707,zg,58270.24201,15.131138,0.014575615,-0.035628263,14.993001,0.05
423104100012707,zg,58275.21353,15.076564,0.014556348,-0.02993635,14.993001,0.05
423104100012707,zg,58278.21209,15.038632,0.0145454975,-0.044193186,14.993001,0.05
423204100011574,zr,58278.23494,14.338858,0.013785404,0.109578244,14.388,0.061
423204100011574,zr,58281.19194,14.208016,0.013753646,0.108651124,14.388,0.061
423104100012707,zg,58284.21338,15.067964,0.014553708,-0.08258333,14.993001,0.05
423204100011574,zr,58287.25452,14.32216,0.01378048,0.109517254,14.388,0.061
423104100012707,zg,58293.17481,14.95274,0.014528219,-0.057109393,14.993001,0.05
423204100011574,zr,58293.23664,14.232374,0.013758404,0.114048705,14.388,0.061
423204100011574,zr,58296.23532,14.187389,0.01375001,0.07988659,14.388,0.061
423204100011574,zr,58437.54013,14.390714,0.013802418,0.11418476,14.388,0.061
423204100011574,zr,58437.54058,14.437822,0.013820209,0.104606785,14.388,0.061
423204100011574,zr,58437.54104,14.423372,0.013814509,0.112518184,14.388,0.061
423204100011574,zr,58437.54151,14.381581,0.01379923,0.11512725,14.388,0.061
423204100011574,zr,58438.53702,14.486155,0.013840879,0.11795478,14.388,0.061
423204100011574,zr,58438.53747,14.469909,0.013833652,0.11869759,14.388,0.061
423204100011574,zr,58438.53793,14.530995,0.013862343,0.11655284,14.388,0.061
423204100011574,zr,58438.53987,14.5035095,0.01384892,0.11845631,14.388,0.061
423204100011574,zr,58439.537,14.548908,0.0138715515,0.12254156,14.388,0.061
423204100011574,zr,58439.54709,14.65093,0.013931286,0.11792302,14.388,0.061
423204100011574,zr,58442.53739,14.537955,0.013865877,0.097529605,14.388,0.061
423204100011574,zr,58442.54229,14.470979,0.013834119,0.12025939,14.388,0.061
423204100011574,zr,58442.54719,14.508041,0.013851074,0.11527948,14.388,0.061
423204100011574,zr,58442.55208,14.488475,0.013841936,0.11952964,14.388,0.061
423204100011574,zr,58443.53941,14.424626,0.013814996,0.122643046,14.388,0.061
423204100011574,zr,58443.54422,14.483844,0.013839835,0.10731175,14.388,0.061
423204100011574,zr,58443.54902,14.504411,0.013849348,0.112059705,14.388,0.061
423204100011574,zr,58443.55384,14.594595,0.013896741,0.10774638,14.388,0.061
423204100011574,zr,58447.54461,14.024994,0.013733252,0.118245356,14.388,0.061
423204100011574,zr,58447.54971,14.145195,0.0137436725,0.12577774,14.388,0.061
423204100011574,zr,58447.55482,13.885395,0.0137340985,0.124913745,14.388,0.061
423204100011574,zr,58449.53655,14.458328,0.013828673,0.11980016,14.388,0.061
423104100012707,zg,58472.48213,15.005795,0.014537723,-0.03959519,14.993001,0.05
423204100011574,zr,58475.48862,14.376016,0.013797327,0.096255556,14.388,0.061
423204100011574,zr,58476.49269,14.31317,0.013777938,0.11462718,14.388,0.061
423104100012707,zg,58487.52131,15.022148,0.01454141,-0.06562275,14.993001,0.05
423204100011574,zr,58487.54363,14.2103615,0.013754081,0.11668386,14.388,0.061
423104100012707,zg,58491.49964,14.956109,0.014528714,-0.0466261,14.993001,0.05
423104100012707,zg,58494.52343,15.074576,0.014555728,-0.05711744,14.993001,0.05
423104100012707,zg,58502.46339,15.121222,0.014571784,-0.008926431,14.993001,0.05
423204100011574,zr,58502.52424,14.435458,0.013819261,0.10614123,14.388,0.061
423104100012707,zg,58505.46396,14.970532,0.014530994,-0.07745025,14.993001,0.05
423204100011574,zr,58505.54547,14.187241,0.013749986,0.11381137,14.388,0.061
423104100012707,zg,58507.54985,15.124941,0.014573204,-0.024274567,14.993001,0.05
423104100012707,zg,58511.48337,15.069803,0.014554265,-0.06380082,14.993001,0.05
423204100011574,zr,58511.54485,14.346534,0.013787758,0.11246639,14.388,0.061
423204100011574,zr,58524.46446,14.174197,0.013747873,0.11177282,14.388,0.061
423104100012707,zg,58539.40228,14.836866,0.014519822,-0.027113382,14.993001,0.05
423204100011574,zr,58543.36179,14.118999,0.013740458,0.11483578,14.388,0.061
423204100011574,zr,58547.31786,14.210241,0.01375406,0.11440281,14.388,0.061
423104100012707,zg,58547.34121,14.800568,0.014520464,-0.016159497,14.993001,0.05
423204100011574,zr,58557.36414,14.146112,0.013743794,0.12067631,14.388,0.061
423104100012707,zg,58560.25846,14.873465,0.014520715,-0.110478826,14.993001,0.05
423204100011574,zr,58560.34326,14.352131,0.013789509,0.112679034,14.388,0.061
423204100011574,zr,58573.298,14.173608,0.01374778,0.12742224,14.388,0.061
423104100012707,zg,58573.32039,15.123702,0.0145727275,-0.057673164,14.993001,0.05
423204100011574,zr,58580.28288,14.297487,0.0137736825,0.118196905,14.388,0.061
423104100012707,zg,58580.30211,15.045206,0.0145472335,-0.055691946,14.993001,0.05
423204100011574,zr,58583.27803,14.249881,0.013762142,0.11929902,14.388,0.061
423204100011574,zr,58587.27902,14.397955,0.013805004,0.1230294,14.388,0.061
423204100011574,zr,58593.25683,14.20607,0.013753287,0.11413317,14.388,0.061
423104100012707,zg,58596.23577,14.752319,0.014523597,-0.07087516,14.993001,0.05
423104100012707,zg,58600.23587,14.850364,0.014519967,-0.062536746,14.993001,0.05
423204100011574,zr,58600.28022,14.185617,0.013749715,0.11981708,14.388,0.061
423104100012707,zg,58606.15239,15.108041,0.014566922,-0.01471579,14.993001,0.05
423204100011574,zr,58606.21415,14.355767,0.013790664,0.111335285,14.388,0.061
423104100012707,zg,58609.2144,15.063785,0.014552465,-0.0665374,14.993001,0.05
423104100012707,zg,58617.19497,15.181694,0.014597478,-0.05226051,14.993001,0.05
423104100012707,zg,58634.21632,15.122013,0.014572083,-0.08112798,14.993001,0.05
423204100011574,zr,58634.25653,14.260917,0.013764634,0.11506734,14.388,0.061
423204100011574,zr,58637.18802,14.3089075,0.013776759,0.11230476,14.388,0.061
423104100012707,zg,58637.21568,15.107108,0.014566587,-0.07784695,14.993001,0.05
423104100012707,zg,58640.19793,15.059957,0.014551345,-0.062025767,14.993001,0.05
423204100011574,zr,58640.21468,14.316779,0.013778948,0.11434324,14.388,0.061
423104100012707,zg,58643.17064,15.081918,0.014558046,-0.03629236,14.993001,0.05
423204100011574,zr,58643.23917,14.344365,0.013787087,0.11510944,14.388,0.061
423204100011574,zr,58648.19164,14.3133135,0.013777978,0.12976022,14.388,0.061
423104100012707,zg,58651.19101,15.142156,0.014580042,-0.03661012,14.993001,0.05
423204100011574,zr,58651.23372,14.285737,0.013770643,0.12027616,14.388,0.061
423204100011574,zr,58654.17361,14.341699,0.013786269,0.12047084,14.388,0.061
423104100012707,zg,58654.25469,15.090868,0.014560974,-0.03590443,14.993001,0.05
423204100011574,zr,58658.17608,14.348362,0.013788327,0.11950502,14.388,0.061
423104100012707,zg,58658.19212,15.138432,0.014578526,-0.08454755,14.993001,0.05
423104100012707,zg,58662.19544,15.005901,0.014537746,-0.035520576,14.993001,0.05
423104100012707,zg,58668.19149,15.075266,0.014555943,-0.059440907,14.993001,0.05
423104100012707,zg,58676.17157,15.082147,0.014558119,-0.029892733,14.993001,0.05
423204100011574,zr,58676.19176,14.324469,0.013781144,0.1134367,14.388,0.061
423104100012707,zg,58679.18673,14.877378,0.014520904,-0.033541467,14.993001,0.05
423204100011574,zr,58679.18986,14.220973,0.013756113,0.11565283,14.388,0.061
423204100011574,zr,58803.54089,14.457496,0.013828322,0.11403092,14.388,0.061
423204100011574,zr,58803.54568,14.482534,0.013839245,0.12622724,14.388,0.061
423204100011574,zr,58803.55046,14.484321,0.0138400495,0.1187199,14.388,0.061
423204100011574,zr,58805.53711,14.384625,0.013800284,0.110070065,14.388,0.061
423204100011574,zr,58805.55187,14.524576,0.013859131,0.1000009,14.388,0.061
423204100011574,zr,58811.54584,14.372702,0.013796208,0.11869767,14.388,0.061
423204100011574,zr,58811.5507,14.294692,0.013772949,0.12909809,14.388,0.061
423204100011574,zr,58811.55557,14.317273,0.013779088,0.110707976,14.388,0.061
423104100012707,zg,58830.56314,15.362085,0.014709872,-0.056846365,14.993001,0.05
423204100011574,zr,58835.48045,14.080094,0.01373667,0.11644824,14.388,0.061
423104100012707,zg,58835.5448,15.144168,0.014580872,-0.054184657,14.993001,0.05
423204100011574,zr,58850.52128,14.316111,0.01377876,0.12143019,14.388,0.061
423104100012707,zg,58850.54316,14.958973,0.014529144,-0.05043918,14.993001,0.05
423104100012707,zg,58853.50427,15.334413,0.014688924,-0.07299928,14.993001,0.05
